id,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,fault_type
146,41,54,12577343,12577396,501,33,53,46520,49,127,1358,0,1,40,0.0604,0.2729,0.2453,0.0096,0.3939,1.0,1.0,0.7547,-0.2746,0.9294,Pastry
1578,0,9,950080,950188,709,39,108,68984,81,110,1687,1,0,80,0.0,0.2706,0.0833,0.0053,0.2308,1.0,1.0,0.9167,-0.2399,0.9886,Other_Faults
398,1,222,486069,486291,22554,999,605,2712104,27,150,1400,0,1,40,0.0014,0.5403,0.9955,0.1579,0.2212,0.3669,1.0,0.0045,-0.0606,1.0,K_Scatch
161,39,51,66522,66578,436,41,56,39043,71,117,1354,1,0,70,0.0576,0.3512,0.2143,0.0089,0.2927,1.0,1.0,0.7857,-0.3004,0.9216,Z_Scratch
1820,1129,1137,1207379,1207406,101,27,27,11776,104,133,1694,0,1,70,0.6576,0.5324,0.2963,0.0047,0.2963,1.0,1.0,0.7037,-0.0891,0.3601,Other_Faults
50,1140,1147,2379116,2379129,58,9,13,6567,100,132,1690,1,0,60,0.6426,0.3626,0.5385,0.0041,0.7778,1.0,1.0,0.4615,-0.1154,0.1965,Pastry
857,617,623,2163461,2163487,104,25,26,11941,106,127,1364,0,1,100,0.9047,0.3333,0.2308,0.0044,0.24,1.0,1.0,0.7692,-0.103,0.2739,Dirtiness
269,449,521,1699784,1699829,873,174,100,103898,106,133,1358,1,0,70,0.6613,0.7306,0.625,0.053,0.4138,0.45,0.0,-0.375,-0.0702,1.0,Z_Scratch
1427,512,524,1261077,1261088,74,15,11,8292,93,132,1364,1,0,70,0.7507,0.4394,0.9167,0.0088,0.8,1.0,0.0,-0.0833,-0.1246,0.2432,Other_Faults
256,169,186,1495862,1495883,215,36,22,24463,103,125,1356,1,0,70,0.2493,0.3978,0.8095,0.0125,0.4722,0.9546,1.0,0.1905,-0.1111,0.5903,Z_Scratch
432,43,214,1164302,1164475,14969,805,503,1758655,27,142,1400,0,1,40,0.0614,0.494,0.9884,0.1221,0.2124,0.3439,1.0,0.0116,-0.0821,1.0,K_Scatch
11,505,515,106604,106668,284,42,69,31062,97,119,1687,0,1,150,0.5987,0.5562,0.1563,0.0059,0.2381,0.9275,1.0,0.8438,-0.1455,0.9048,Pastry
1310,0,4,224005,224035,83,18,31,7446,71,108,1360,1,0,70,0.0,0.3083,0.1333,0.0029,0.2222,0.9677,1.0,0.8667,-0.2991,0.2288,Other_Faults
545,60,181,239041,239088,3324,157,85,343029,42,125,1360,0,1,40,0.0882,0.4155,0.3884,0.089,0.7707,0.5529,0.0,-0.6116,-0.1938,1.0,K_Scatch
1450,171,182,1804039,1804048,69,12,9,8210,99,143,1688,1,0,100,0.2026,0.303,0.8182,0.0065,0.9167,1.0,0.0,-0.1818,-0.0704,0.2051,Other_Faults
1444,776,818,447943,447992,1222,77,54,112240,36,116,1654,1,0,80,0.9383,0.4062,0.8571,0.0254,0.5454,0.9074,1.0,0.1429,-0.2824,1.0,Other_Faults
1809,1531,1544,1191636,1191659,220,18,24,20121,52,125,1686,1,0,143,0.1684,0.2642,0.5652,0.0077,0.7222,0.9583,1.0,0.4348,-0.2855,0.4946,Other_Faults
692,39,213,2875657,2875730,6282,330,175,659881,41,134,1356,0,1,40,0.0575,0.5054,0.4195,0.1283,0.5273,0.4171,0.0,-0.5805,-0.1794,1.0,K_Scatch
1905,374,382,303204,303209,24,10,5,3166,124,140,1364,0,1,130,0.5484,0.4,0.625,0.0059,0.8,1.0,0.0,-0.375,0.0306,0.1483,Other_Faults
451,41,224,1370247,1370411,11535,758,419,1327403,23,141,1400,0,1,40,0.0586,0.6156,0.8962,0.1307,0.2414,0.3914,0.0,-0.1038,-0.101,1.0,K_Scatch
748,1254,1259,1333074,1333079,12,5,5,1528,115,141,1358,0,1,50,0.1458,0.52,1.0,0.0037,1.0,1.0,0.5,0.0,-0.0052,0.1361,Stains
73,1067,1073,237702,237720,63,17,18,4616,58,93,1694,1,0,211,0.7332,0.4167,0.3333,0.0035,0.3529,1.0,1.0,0.6667,-0.4276,0.215,Pastry
1092,803,814,135392,135403,98,14,11,10137,84,126,1358,0,1,200,0.8012,0.1901,1.0,0.0081,0.7857,1.0,0.5,0.0,-0.1919,0.23,Bumps
865,612,622,2237084,2237099,87,15,15,10024,106,127,1364,0,1,100,0.8974,0.42,0.6667,0.0073,0.6667,1.0,1.0,0.3333,-0.0999,0.266,Dirtiness
219,168,181,973635,973704,540,69,70,66181,110,135,1354,1,0,70,0.2482,0.398,0.1884,0.0096,0.1884,0.9857,1.0,0.8116,-0.0425,0.9814,Z_Scratch
666,128,189,2315086,2315172,2160,259,149,269308,116,135,1358,0,1,40,0.1885,0.5883,0.7093,0.0449,0.2355,0.5772,1.0,0.2907,-0.0259,1.0,K_Scatch
1620,474,486,1352048,1352060,73,14,12,7241,86,118,1652,1,0,70,0.5738,0.4931,1.0,0.0073,0.8571,1.0,0.5,0.0,-0.2251,0.2583,Other_Faults
662,39,217,2265307,2265372,6185,313,158,640970,41,119,1358,0,1,40,0.0574,0.4654,0.3652,0.1311,0.5687,0.4114,0.0,-0.6348,-0.1904,1.0,K_Scatch
548,47,182,270999,271050,3786,196,102,391378,40,126,1362,0,1,40,0.069,0.4501,0.3778,0.0991,0.6888,0.5,0.0,-0.6222,-0.1924,1.0,K_Scatch
1173,1210,1222,563227,563239,114,14,12,12063,79,127,1688,1,0,70,0.5521,0.2083,1.0,0.0071,0.8571,1.0,0.5,0.0,-0.1733,0.2583,Bumps
712,41,209,7300641,7300696,4788,257,136,516343,63,127,1360,0,1,40,0.0603,0.4818,0.3274,0.1235,0.6537,0.4044,0.0,-0.6726,-0.1575,1.0,K_Scatch
1285,1053,1064,701399,701451,352,41,53,39648,92,141,1360,0,1,175,0.4353,0.3846,0.2115,0.0081,0.2683,0.9811,1.0,0.7885,-0.12,0.8579,Other_Faults
1602,1495,1560,123779,123815,1002,97,64,99456,87,116,1633,0,1,300,0.0894,0.5718,0.5538,0.0398,0.6701,0.5625,0.0,-0.4462,-0.2245,1.0,Other_Faults
267,195,209,1671098,1671110,99,16,13,12056,111,132,1358,1,0,70,0.2872,0.4107,0.8571,0.0103,0.875,0.9231,0.0,-0.1429,-0.0486,0.2901,Z_Scratch
1348,232,241,1384749,1384772,139,19,23,15080,89,126,1696,0,1,60,0.2736,0.3285,0.3913,0.0053,0.4737,1.0,1.0,0.6087,-0.1524,0.3464,Other_Faults
1262,68,80,3859251,3859266,143,15,15,12193,56,126,1364,1,0,200,0.0997,0.2056,0.8,0.0088,0.8,1.0,1.0,0.2,-0.3339,0.3068,Bumps
399,0,223,500276,500482,21987,1050,684,2638402,21,143,1398,0,1,40,0.0,0.5214,0.9238,0.1595,0.2124,0.3012,0.0,-0.0762,-0.0625,1.0,K_Scatch
784,686,692,909972,909977,18,6,5,2280,113,140,1358,0,1,50,0.9808,0.4,0.8333,0.0044,1.0,1.0,0.0,-0.1667,-0.0104,0.14,Stains
713,79,217,7307739,7307792,4417,176,89,477354,68,127,1358,0,1,40,0.1164,0.3961,0.3841,0.1016,0.7841,0.5955,0.0,-0.6159,-0.1557,1.0,K_Scatch
469,41,191,1611713,1611861,12477,560,331,1442027,36,141,1400,0,1,40,0.0586,0.438,0.9867,0.1071,0.2679,0.4471,0.0,-0.0133,-0.0971,1.0,K_Scatch
904,764,779,2070108,2070121,134,20,13,13696,67,127,1692,1,0,60,0.9031,0.3128,0.8667,0.0089,0.75,1.0,0.0,-0.1333,-0.2015,0.3285,Bumps
235,119,127,1172603,1172632,128,22,30,15896,111,140,1356,1,0,70,0.1755,0.4483,0.2759,0.0059,0.3636,0.9667,1.0,0.7241,-0.0298,0.385,Z_Scratch
1447,1505,1522,880521,880535,155,19,14,14729,71,114,1654,1,0,80,0.1596,0.3487,0.8235,0.0103,0.8947,1.0,0.0,-0.1765,-0.2576,0.3945,Other_Faults
1208,1069,1090,2993390,2993405,113,40,21,10613,82,116,1364,1,0,80,0.4018,0.6413,0.7143,0.0154,0.525,0.7143,0.0,-0.2857,-0.2663,0.5212,Bumps
486,39,195,1863816,1864008,13037,623,387,1505833,35,143,1402,0,1,40,0.0556,0.5647,0.8125,0.1113,0.2504,0.4961,1.0,0.1875,-0.0976,1.0,K_Scatch
22,63,72,115485,115504,106,10,19,13829,107,150,1687,0,1,200,0.0747,0.3801,0.4737,0.0053,0.9,1.0,1.0,0.5263,0.0192,0.2942,Pastry
926,117,124,800126,800138,56,10,12,6459,104,132,1690,1,0,60,0.1385,0.3333,0.5833,0.0041,0.7,1.0,1.0,0.4167,-0.0989,0.1892,Bumps
477,41,194,1711137,1711281,10913,634,359,1248379,25,141,1402,0,1,40,0.0585,0.5047,0.9412,0.1091,0.2413,0.4011,0.0,-0.0588,-0.1063,1.0,K_Scatch
568,39,194,498190,498252,5877,211,110,612067,47,126,1358,0,1,40,0.0574,0.3884,0.4,0.1141,0.7346,0.5636,0.0,-0.6,-0.1864,1.0,K_Scatch
101,1554,1564,3375744,3375765,134,13,21,13356,89,111,1690,0,1,70,0.1491,0.3619,0.4762,0.0059,0.7692,1.0,1.0,0.5238,-0.2213,0.3509,Pastry
1829,126,137,31146,31164,119,19,19,22198,179,197,1353,0,1,200,0.1863,0.399,0.6111,0.0081,0.5789,0.9474,1.0,0.3889,0.4573,0.3329,Other_Faults
140,451,465,2550845,2551201,2705,213,359,197957,28,126,1364,1,0,80,0.6613,0.4573,0.0393,0.0103,0.0657,0.9916,1.0,0.9607,-0.4283,1.0,Pastry
823,1330,1334,1668998,1669028,73,15,30,8549,109,127,1358,0,1,40,0.0353,0.3917,0.1333,0.003,0.2667,1.0,1.0,0.8667,-0.0851,0.2288,Dirtiness
1038,1474,1489,1248833,1248844,114,18,12,13680,101,141,1694,1,0,60,0.242,0.3091,0.7333,0.0088,0.8333,0.9167,0.0,-0.2667,-0.0625,0.286,Bumps
387,489,504,55547,55568,247,17,21,23671,43,129,1373,0,1,40,0.7123,0.2159,0.7143,0.0109,0.8824,1.0,1.0,0.2857,-0.2513,0.5212,K_Scatch
1428,1068,1083,1539081,1539097,101,27,17,13866,128,149,1366,1,0,70,0.4144,0.5792,0.9375,0.011,0.5556,0.9412,1.0,0.0625,0.0726,0.3977,Other_Faults
1140,112,127,33720,33737,178,16,17,17274,69,125,1692,1,0,80,0.1324,0.302,0.8824,0.0089,0.9375,1.0,1.0,0.1177,-0.2418,0.4219,Bumps
1471,619,628,1126672,1126680,59,12,8,6638,95,127,1696,0,1,60,0.73,0.1806,0.8889,0.0053,0.75,1.0,0.0,-0.1111,-0.121,0.1773,Other_Faults
1031,576,583,4235272,4235283,60,11,11,6887,102,127,1648,1,0,80,0.699,0.2208,0.6364,0.0043,0.6364,1.0,1.0,0.3636,-0.1033,0.1822,Bumps
1201,691,713,1446060,1446073,143,39,24,15000,93,119,1366,1,0,80,0.9561,0.5,0.5909,0.0161,0.5641,0.5417,0.0,-0.4091,-0.1805,0.4729,Bumps
630,39,220,1835934,1836000,6644,252,113,689961,40,126,1358,0,1,40,0.0574,0.4438,0.3646,0.1333,0.7182,0.5841,0.0,-0.6354,-0.1887,1.0,K_Scatch
181,9,18,374580,374591,74,15,11,4347,36,84,1356,1,0,70,0.0133,0.2525,0.8182,0.0066,0.6,1.0,1.0,0.1818,-0.5411,0.2051,Z_Scratch
1514,1237,1246,9737743,9737771,171,28,28,17727,95,117,1362,0,1,40,0.1703,0.3214,0.3214,0.0066,0.3214,1.0,1.0,0.6786,-0.1901,0.417,Other_Faults
214,27,56,908862,908986,2483,107,129,198389,44,101,1354,1,0,70,0.0399,0.3095,0.2339,0.0214,0.271,0.9612,1.0,0.7661,-0.3758,1.0,Z_Scratch
547,48,174,260349,260396,3661,184,87,380538,43,127,1358,0,1,40,0.0707,0.3818,0.373,0.0928,0.6848,0.5402,0.0,-0.627,-0.1879,1.0,K_Scatch
1542,1015,1034,3982273,3982278,55,22,11,7553,132,143,1374,0,1,40,0.4949,0.4211,0.2632,0.0138,0.8636,0.4545,0.0,-0.7368,0.0729,0.2007,Other_Faults
63,1503,1510,893849,893861,66,9,12,6625,87,118,1632,1,0,100,0.1495,0.2143,0.5833,0.0043,0.7778,1.0,1.0,0.4167,-0.2158,0.1892,Pastry
523,89,151,2584705,2584775,1909,175,125,245067,120,140,1400,0,1,40,0.1271,0.5601,0.8857,0.0443,0.3543,0.56,1.0,0.1143,0.0029,1.0,K_Scatch
1761,541,573,2978904,2978933,529,47,32,58088,91,133,1354,1,0,70,0.7991,0.43,0.9063,0.0236,0.6809,0.9063,0.0,-0.0938,-0.1421,0.9848,Other_Faults
1568,1288,1302,1388373,1388398,159,25,29,18514,105,128,1687,1,0,80,0.4564,0.5457,0.56,0.0083,0.56,0.8621,1.0,0.44,-0.0903,0.5789,Other_Faults
871,366,392,228379,228429,612,46,52,71337,103,127,1687,0,1,200,0.4339,0.5292,0.52,0.0154,0.5652,0.9615,1.0,0.48,-0.0894,0.9987,Bumps
362,141,148,236266,236280,60,8,14,11189,178,198,1387,0,1,40,0.2033,0.3878,0.5,0.005,0.875,1.0,1.0,0.5,0.4569,0.204,K_Scatch
223,61,78,1036126,1036161,265,47,40,26694,86,116,1356,1,0,70,0.09,0.5546,0.4857,0.0125,0.3617,0.875,1.0,0.5143,-0.213,0.8756,Z_Scratch
810,1213,1219,1962342,1962347,16,9,6,2076,123,141,1358,0,1,50,0.2047,0.4667,0.8333,0.0044,0.6667,0.8333,0.0,-0.1667,0.0137,0.14,Stains
1316,1144,1158,113260,113277,120,26,17,15146,117,140,1372,0,1,40,0.3119,0.4958,0.8235,0.0102,0.5385,1.0,1.0,0.1765,-0.0139,0.3945,Other_Faults
389,1314,1333,3149494,3149542,566,28,49,49867,70,103,1387,0,1,40,0.0779,0.3794,0.3958,0.0137,0.6786,0.9796,1.0,0.6042,-0.3117,0.9831,K_Scatch
240,603,612,1266537,1266548,65,10,12,6757,95,115,1358,1,0,70,0.8881,0.3434,0.8182,0.0066,0.9,0.9167,1.0,0.1818,-0.1879,0.2051,Z_Scratch
1079,755,761,1362991,1362998,32,6,7,3355,98,111,1358,0,1,50,0.8792,0.2381,0.8571,0.0044,1.0,1.0,1.0,0.1429,-0.1809,0.1499,Bumps
552,51,172,320720,320767,3671,175,89,379850,46,124,1360,0,1,40,0.075,0.3545,0.3884,0.089,0.6914,0.5281,0.0,-0.6116,-0.1916,1.0,K_Scatch
328,0,6,2939205,2939222,69,14,18,7151,92,118,1348,1,0,70,0.0,0.3235,0.3529,0.0044,0.4286,0.9444,1.0,0.6471,-0.1903,0.2083,Z_Scratch
859,616,622,2182058,2182079,82,14,21,9584,109,126,1366,0,1,100,0.9019,0.3492,0.2857,0.0044,0.4286,1.0,1.0,0.7143,-0.0869,0.2359,Dirtiness
1565,526,676,1470973,1471038,1939,192,116,239860,109,247,1692,1,0,80,0.6217,0.8011,0.4333,0.0887,0.7813,0.5603,0.0,-0.5667,-0.0336,1.0,Other_Faults
1609,1333,1343,1638648,1638668,147,22,20,15513,91,127,1690,1,0,70,0.4107,0.265,0.5,0.0059,0.4545,1.0,1.0,0.5,-0.1755,0.3359,Other_Faults
467,39,192,1586862,1587011,11505,577,349,1320194,27,142,1402,0,1,40,0.0556,0.4953,0.9739,0.1091,0.2652,0.4269,0.0,-0.0261,-0.1035,1.0,K_Scatch
155,13,21,1488612,1488636,105,18,24,13943,120,150,1358,1,0,70,0.0192,0.4531,0.3333,0.0059,0.4444,1.0,1.0,0.6667,0.0374,0.3241,Pastry
1430,338,348,2032058,2032067,57,11,9,6135,89,127,1364,1,0,70,0.4956,0.3667,0.9,0.0073,0.9091,1.0,0.0,-0.1,-0.1591,0.1954,Other_Faults
878,367,374,303225,303262,198,10,37,22581,101,127,1227,0,1,40,0.5982,0.2355,0.1892,0.0057,0.7,1.0,1.0,0.8108,-0.109,0.4284,Bumps
1897,1557,1584,2375780,2375805,339,79,40,39556,104,132,1710,1,0,100,0.1474,0.4978,0.9259,0.0158,0.3418,0.625,0.0,-0.0741,-0.0884,0.9231,Other_Faults
1501,246,262,267240,267297,549,54,58,60860,94,124,1692,0,1,300,0.2908,0.398,0.2807,0.0095,0.2963,0.9828,1.0,0.7193,-0.1339,0.9831,Other_Faults
590,100,175,909876,909953,1923,227,139,241083,116,140,1356,0,1,40,0.1475,0.667,0.974,0.0553,0.3304,0.554,1.0,0.026,-0.0206,1.0,K_Scatch
708,41,206,4649858,4649920,5814,262,137,617639,44,127,1358,0,1,40,0.0604,0.4317,0.3758,0.1215,0.6298,0.4525,0.0,-0.6242,-0.17,1.0,K_Scatch
1883,1591,1608,4345277,4345283,77,18,11,9329,112,134,1650,1,0,69,0.0509,0.2451,0.3529,0.0103,0.9444,0.5454,0.0,-0.6471,-0.0535,0.2083,Other_Faults
697,147,172,2975077,2975090,170,28,14,20714,114,132,1356,0,1,40,0.2168,0.4769,0.52,0.0184,0.8929,0.9286,0.0,-0.48,-0.0481,0.5378,K_Scatch
288,82,98,1951256,1951299,490,38,44,50867,86,118,1354,1,0,70,0.1211,0.2878,0.3721,0.0118,0.4211,0.9773,1.0,0.6279,-0.189,0.929,Z_Scratch
1683,33,96,60056,60340,3042,198,284,262543,70,103,1360,0,1,200,0.0485,0.83,0.2218,0.0463,0.3182,1.0,1.0,0.7782,-0.3257,1.0,Other_Faults
127,10,22,1678200,1678232,227,28,32,23706,77,127,1698,0,1,90,0.0118,0.4089,0.375,0.0071,0.4286,1.0,1.0,0.625,-0.1841,0.633,Pastry
1887,1675,1684,663138,663171,167,23,33,10526,35,84,1688,1,0,150,0.0047,0.4377,0.2727,0.0053,0.3913,1.0,1.0,0.7273,-0.5076,0.4913,Other_Faults
385,498,515,31041,31058,231,17,17,21639,33,127,1373,0,1,40,0.7254,0.2007,1.0,0.0124,1.0,1.0,0.5,0.0,-0.2682,0.4779,K_Scatch
1302,0,12,430948,430980,304,18,32,34142,90,133,1687,0,1,200,0.0,0.2083,0.375,0.0071,0.6667,1.0,1.0,0.625,-0.1226,0.633,Other_Faults
1724,13,28,1024413,1024437,230,17,24,26034,93,127,1387,0,1,40,0.0188,0.3611,0.625,0.0108,0.8824,1.0,1.0,0.375,-0.1157,0.5951,Other_Faults
1756,74,80,2615295,2615309,62,13,14,6764,97,126,1358,1,0,70,0.109,0.2619,0.4286,0.0044,0.4615,1.0,1.0,0.5714,-0.1477,0.1892,Other_Faults
416,39,226,876673,876871,18954,749,482,2236201,25,143,1400,0,1,40,0.0557,0.4881,0.9444,0.1336,0.2497,0.4108,1.0,0.0556,-0.0783,1.0,K_Scatch
1629,823,830,176554,176567,74,12,13,6557,76,102,1652,1,0,100,0.9952,0.1868,0.5385,0.0042,0.5833,1.0,1.0,0.4615,-0.3077,0.1965,Other_Faults
798,1094,1101,1506525,1506531,17,7,7,2310,129,149,1360,0,1,50,0.3809,0.5952,0.8571,0.0052,1.0,0.8571,0.0,-0.1429,0.0616,0.1499,Stains
595,41,214,1424299,1424367,6404,231,125,660910,38,124,1358,0,1,40,0.0604,0.4556,0.3931,0.1274,0.7489,0.544,0.0,-0.6069,-0.1937,1.0,K_Scatch
268,144,153,1686794,1686810,55,19,17,6146,104,125,1358,1,0,70,0.2121,0.6181,0.5625,0.0066,0.4737,0.9412,1.0,0.4375,-0.127,0.2583,Z_Scratch
417,41,218,897989,898132,14949,720,469,1734628,27,142,1400,0,1,40,0.0586,0.4094,0.8079,0.1264,0.2458,0.3049,0.0,-0.1921,-0.0935,1.0,K_Scatch
250,85,96,1398904,1398914,61,12,11,6834,102,124,1358,1,0,70,0.1252,0.4455,0.9091,0.0081,0.9167,0.9091,0.0,-0.0909,-0.1247,0.2173,Z_Scratch
1688,49,82,313092,313218,2822,102,127,275539,79,124,1360,0,1,200,0.0721,0.3213,0.2619,0.0243,0.3235,0.9921,1.0,0.7381,-0.2372,1.0,Other_Faults
1605,1117,1154,1194359,1194414,1055,69,56,110262,72,125,1687,1,0,80,0.6319,0.4816,0.6727,0.0219,0.5362,0.9821,1.0,0.3273,-0.1835,1.0,Other_Faults
1064,1233,1245,2093622,2093633,93,14,11,10797,91,134,1696,1,0,85,0.5318,0.2955,0.9167,0.0071,0.8571,1.0,0.0,-0.0833,-0.093,0.2432,Bumps
1466,279,290,119026,119036,86,15,10,7987,73,109,1694,0,1,60,0.3294,0.2182,0.9091,0.0065,0.7333,1.0,0.0,-0.0909,-0.2744,0.2173,Other_Faults
121,1575,1589,815462,815504,335,37,42,32766,86,124,1696,0,1,90,0.1262,0.4303,0.3333,0.0082,0.3784,1.0,1.0,0.6667,-0.2359,0.8705,Pastry
142,172,183,212157,212188,221,26,31,22508,66,125,1358,0,1,40,0.2533,0.3519,0.3548,0.0081,0.4231,1.0,1.0,0.6452,-0.2043,0.5642,Pastry
1663,633,641,341132,341158,139,13,26,10685,61,94,1362,1,0,200,0.9295,0.3317,0.3077,0.0059,0.6154,1.0,1.0,0.6923,-0.3995,0.3479,Other_Faults
367,867,878,419960,419973,108,11,13,17174,123,181,1387,0,1,40,0.734,0.2448,0.8461,0.0079,1.0,1.0,1.0,0.1539,0.2423,0.257,K_Scatch
1288,100,116,1002562,1002587,211,26,28,23894,102,134,1374,0,1,40,0.1456,0.4725,0.64,0.0116,0.6154,0.8929,1.0,0.36,-0.1153,0.6574,Other_Faults
1039,933,941,271824,271831,38,9,7,3963,85,119,1696,1,0,100,0.8903,0.3214,0.875,0.0047,0.8889,1.0,0.0,-0.125,-0.1852,0.1622,Bumps
1279,1616,1625,1725137,1725163,138,23,26,8720,48,84,1656,1,0,80,0.0374,0.4103,0.3462,0.0054,0.3913,1.0,1.0,0.6539,-0.5063,0.3882,Other_Faults
255,357,370,1483879,1483901,130,26,25,13185,90,117,1358,1,0,70,0.5258,0.5454,0.5909,0.0096,0.5,0.88,1.0,0.4091,-0.2076,0.4729,Z_Scratch
1400,803,825,107491,107508,181,27,20,17363,84,109,1354,0,1,40,0.7814,0.516,0.7727,0.0162,0.8148,0.85,0.0,-0.2273,-0.2506,0.6173,Other_Faults
1575,0,12,864919,865043,745,42,125,55239,56,94,1687,1,0,80,0.0,0.4993,0.0968,0.0071,0.2857,0.992,1.0,0.9032,-0.4207,0.9996,Other_Faults
1155,90,131,906500,906534,571,58,43,62823,73,252,1692,1,0,80,0.1064,0.5904,0.8293,0.0242,0.7069,0.7907,0.0,-0.1707,-0.1405,0.9993,Bumps
392,0,230,308503,308712,25323,1022,593,3037459,24,148,1400,0,1,40,0.0,0.4732,0.9087,0.1643,0.2251,0.3525,0.0,-0.0913,-0.0629,1.0,K_Scatch
1325,1020,1034,720705,720720,103,24,17,13577,125,142,1372,0,1,40,0.4927,0.5095,0.9333,0.0102,0.5833,0.8824,1.0,0.0667,0.0298,0.3509,Other_Faults
489,39,193,1902883,1903031,11510,699,429,1330937,40,141,1402,0,1,40,0.0556,0.495,0.961,0.1098,0.2203,0.345,0.0,-0.039,-0.0966,1.0,K_Scatch
1572,530,538,508200,508224,169,9,24,18067,87,127,1687,1,0,80,0.6283,0.1198,0.3333,0.0047,0.8889,1.0,1.0,0.6667,-0.1648,0.3241,Other_Faults
992,715,732,5260241,5260250,116,18,10,12530,88,134,1650,1,0,69,0.8667,0.2418,0.5294,0.0103,0.9444,0.9,0.0,-0.4706,-0.1561,0.2699,Bumps
401,41,218,553549,553733,16759,729,433,2020624,24,143,1402,0,1,40,0.0585,0.4854,0.962,0.1262,0.2428,0.4249,1.0,0.038,-0.058,1.0,K_Scatch
1449,1155,1166,476876,476887,82,13,11,8745,77,133,1696,1,0,100,0.625,0.3223,1.0,0.0065,0.8461,1.0,0.5,0.0,-0.1668,0.23,Other_Faults
296,34,48,2044448,2044475,197,38,29,19139,86,109,1354,1,0,70,0.0502,0.4788,0.5185,0.0103,0.3684,0.931,1.0,0.4815,-0.241,0.6236,Z_Scratch
1391,284,357,2286293,2286298,202,73,17,24816,116,134,1360,0,1,40,0.4177,0.4466,0.0685,0.0537,1.0,0.2941,0.0,-0.9315,-0.0402,0.6031,Other_Faults
20,17,28,42683,42717,284,18,34,32604,87,141,1687,0,1,200,0.0202,0.2406,0.3235,0.0065,0.6111,1.0,1.0,0.6765,-0.1031,0.6173,Pastry
1716,539,561,247445,247463,145,61,35,19450,128,143,1387,0,1,40,0.7772,0.6338,0.8182,0.0159,0.3607,0.5143,0.0,-0.1818,0.0479,0.6514,Other_Faults
347,1198,1209,1246188,1246244,295,42,56,32358,96,126,1364,0,1,175,0.2273,0.5211,0.1964,0.0081,0.2619,1.0,1.0,0.8036,-0.1431,0.8901,Z_Scratch
807,299,309,1738808,1738812,19,10,7,2351,116,134,1360,0,1,50,0.4397,0.525,0.4,0.0074,1.0,0.5714,0.0,-0.6,-0.0333,0.1483,Stains
474,41,192,1672082,1672228,11089,593,354,1270726,31,143,1402,0,1,40,0.0585,0.497,0.9669,0.1077,0.2546,0.4124,0.0,-0.0331,-0.1047,1.0,K_Scatch
33,1328,1338,2691161,2691189,214,10,28,19762,70,111,1387,0,1,50,0.0707,0.2357,0.3571,0.0072,1.0,1.0,1.0,0.6429,-0.2785,0.463,Pastry
1397,1031,1058,68050,68092,665,41,42,63000,35,116,1627,0,1,40,0.6995,0.4136,0.6429,0.0166,0.6585,1.0,1.0,0.3571,-0.2599,0.9961,Other_Faults
982,1312,1322,4118358,4118372,77,15,14,8558,104,119,1350,0,1,40,0.0415,0.45,0.7143,0.0074,0.6667,1.0,1.0,0.2857,-0.1317,0.2532,Bumps
1506,1197,1210,61803,61826,122,30,28,13961,107,127,1394,0,1,120,0.264,0.592,0.5652,0.0093,0.4333,0.8214,1.0,0.4348,-0.106,0.4946,Other_Faults
893,955,963,731417,731423,34,10,6,3553,91,119,1692,1,0,60,0.8617,0.2917,0.75,0.0047,0.8,1.0,0.0,-0.25,-0.1836,0.1551,Bumps
651,39,215,2109173,2109236,6763,277,151,706929,42,124,1358,0,1,40,0.0574,0.3901,0.358,0.1296,0.6354,0.4172,0.0,-0.6421,-0.1834,1.0,K_Scatch
792,756,762,1110856,1110861,16,6,5,2015,111,142,1358,0,1,50,0.8778,0.4667,0.8333,0.0044,1.0,1.0,0.0,-0.1667,-0.0161,0.14,Stains
813,1323,1333,68445,68506,330,48,61,33449,90,119,1353,0,1,120,0.0296,0.459,0.1639,0.0074,0.2083,1.0,1.0,0.8361,-0.2081,0.8861,Dirtiness
1938,145,174,386779,386794,292,40,22,37572,120,140,1360,0,1,40,0.2132,0.3287,0.5172,0.0213,0.725,0.6818,0.0,-0.4828,0.0052,0.7079,Other_Faults
1186,1588,1610,3353146,3353173,408,30,27,37889,57,125,1690,1,0,70,0.0947,0.3131,0.8148,0.013,0.7333,1.0,1.0,0.1852,-0.2745,0.8749,Bumps
1811,971,980,74495,74519,148,19,24,16771,101,133,1362,0,1,175,0.5609,0.3148,0.375,0.0066,0.4737,1.0,1.0,0.625,-0.1147,0.3601,Other_Faults
227,460,534,1082731,1082953,7579,591,431,917886,95,141,1356,1,0,70,0.6785,0.5386,0.3333,0.0546,0.1252,0.5151,1.0,0.6667,-0.0538,1.0,Z_Scratch
1832,1244,1251,81220,81232,42,12,15,7658,175,190,1353,0,1,200,0.1508,0.5,0.5833,0.0052,0.5833,0.8,1.0,0.4167,0.4245,0.1892,Other_Faults
